#FILE	NUM_FOUND	AAC3	AAC6-PRIME	ACRA	ACRB	ACRD	AMPH	ANT3-DPRIME	APH3-DPRIME	APH3-PRIME	APH4	APH6	BACA	BAER	BAES	BCR	BLE	CARB	CMLA	CMY	CPXAR	CRP	CTX	DFRA	EMRA	EMRB	EMRD	EMRR	ERMB	FLOR	FOSA	GESA	GESB	GESC	HNS	KDPE	MARA	MARR	MDTA	MDTB	MDTC	MDTK	MPHA	MSBA	PBP2	PMRG	QACL	QNRA	QNRB	RAMA	ROBA	SDIA	SOXS	SULI	SULII	TEM	TETA	TETB	TETM	YOGI
SRR7295903_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7295904_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	90.41	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7295942_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.33	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7297919_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	95.58	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7298832_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299099_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.92	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299163_assembly.fasta	35	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.33	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	100.00	.	100.00	100.00	99.69	.	.	.	100.00	.	.	99.70
SRR7299213_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299223_assembly.fasta	38	.	100.00	100.00	99.40	100.00	.	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	100.00	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	100.00	98.26	97.33	.	.	99.64
SRR7299273_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.04	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	100.00	.	.	99.70
SRR7299294_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299295_assembly.fasta	42	.	100.00	100.00	99.40	100.00	.	97.92;97.92	.	.	.	.	99.39	100.00	100.00	100.00	.	87.38;87.38	.	.	99.49;100.00	100.00	82.45;82.23	100.00	99.91	100.00	99.50	100.00	.	100.00	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	100.00	100.00	100.00	100.00	.	100.00;100.00	.	94.67	100.00	100.00	99.69	100.00;100.00;100.00	.	.	100.00	.	.	99.70
SRR7299302_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299343_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299347_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299350_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299351_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR7299354_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	100.00	.	.	99.70
SRR7299367_assembly.fasta	33	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299369_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	100.00	.	.	99.70
SRR7299372_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	91.45	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7299374_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.18	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7345613_assembly.fasta	44	100.00	100.00	100.00	99.40	100.00	100.00	97.92;96.51	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	100.00	.	99.49;100.00	100.00	.	100.00	99.91	100.00	99.50	100.00	.	100.00	.	100.00	100.00	100.00	100.00	93.95	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	99.69	.	.	98.26	.	100.00	100.00	99.70
SRR7370082_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7401068_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	99.83	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR7643086_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	99.95	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	100.00	.	.	99.70
SRR7643316_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	99.83	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR8258218_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	93.81	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	.
SRR8360137_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR8502790_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.26	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.82
SRR8502829_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	92.33	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR8728104_assembly.fasta	32	.	100.00	100.00	99.40	100.00	.	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.64
SRR9016864_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	94.67	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR9016866_assembly.fasta	34	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	99.83	.	.	.	.	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	.	100.00	100.00	100.00	100.00	100.00	91.45	100.00	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR9050356_assembly.fasta	33	.	100.00	100.00	99.40	100.00	100.00	.	.	.	.	.	99.39	100.00	100.00	100.00	.	.	.	.	100.00;99.49	100.00	.	.	99.91	100.00	99.50	100.00	.	.	.	100.00	100.00	100.00	100.00	99.12	91.28	99.54	100.00	100.00	100.00	99.20;100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	.	.	.	.	.	99.70
SRR9301052_assembly.fasta	39	.	100.00	100.00	99.40	100.00	100.00	.	100.00	.	.	100.00	99.39	100.00	100.00	100.00	.	.	.	100.00	99.49;100.00	100.00	.	.	99.91	100.00	99.50	100.00	.	100.00	.	100.00	100.00	100.00	100.00	91.45	91.28	99.54	100.00	100.00	100.00	100.00;99.20	.	100.00	100.00	100.00	.	.	.	.	100.00	100.00	99.69	.	100.00	.	97.33	.	.	99.70
